id,GEOID,borough,commute_midtown_manhattan,commute_downtown_manhattan,commute_downtown_brooklyn
"1377-Lexington-Ave,-Unit-5CC,-New-York,-NY-10128",36061014802,Manhattan,25.29484579797321,32.88265064739804,38.84931731406471
"27-02-43rd-Ave,-Unit-27X,-Queens,-NY-11101",36081001902,Queens,18.13962855980572,33.2753151091393,37.525202069627454
"33-04-Junction-Blvd,-Apt-4W,-Queens,-NY-11372",36081027302,Queens,38.33785026572264,55.654516932389306,60.88017516297229
"84-19-51st-Ave,-Apt-2K,-Queens,-NY-11373",36081048500,Queens,30.39101660808421,44.707683274750885,52.174349941417546
"410-Tompkins-Ave,-Unit-5A,-Brooklyn,-NY-11216",36047026700,Brooklyn,46.71212973069925,30.52879639736592,24.396986568074176
"8-Vanderbilt-Ave,-Brooklyn,-NY-11205",36047021100,Brooklyn,44.8445157345366,35.3445157345366,27.811182401203272
"115-Greenpoint-Ave,-Apt-A3,-Brooklyn,-NY-11222",36047056500,Brooklyn,25.91819812393318,38.23486479059985,32.20153145726651
"150-Remsen-St,-Unit-EV66,-Brooklyn,-NY-11201",36047000502,Brooklyn,31.67474010012166,13.693053936472682,5.159720603139348
"107-Columbia-6f-Hts,-Unit-Ev,-Brooklyn,-NY-11201",36047000100,Brooklyn,30.01652645434105,14.33319312100772,9.299859787674386
"161-Saint-Marks-Ave,-Unit-EV1,-Brooklyn,-NY-11238",36047016300,Brooklyn,35.61281110371882,25.024345148779897,16.396144437052154
"80-Cranberry-St,-Unit-EV6L,-Brooklyn,-NY-11201",36047000100,Brooklyn,29.05066814788164,13.367334814548306,8.334001481214973
"85-Commercial-St,-Unit-29N,-Brooklyn,-NY-11222",36047056302,Brooklyn,24.59561728638085,35.91228395304752,41.76344945474258
"138-71st-St,-Apt-C4,-Brooklyn,-NY-11209",36047003600,Brooklyn,55.43731061374426,42.75397728041093,36.2206439470776
"527-Monroe-St,-Unit-1C,-Brooklyn,-NY-11221",36047029300,Brooklyn,48.2933172492818,39.66261917215085,32.409733605710784
"210-Lewis-Ave,-Unit-2R,-Brooklyn,-NY-11221",36047027900,Brooklyn,44.97915621044449,39.79582287711116,34.98241711798437
"107-Columbia-10a-Hts,-Unit-Ev,-Brooklyn,-NY-11201",36047000100,Brooklyn,30.01652645434105,14.33319312100772,9.299859787674386
"340-E-55th-St,-Apt-5B,-New-York,-NY-10022",36061010801,Manhattan,15.370928792523962,29.18759545919063,35.154262125857294
"435-E-79th-St,-Ph-G,-New-York,-NY-10075",36061013603,Manhattan,27.07450776666444,38.88564235861944,44.8523090252861
"365-W-52nd-St,-Apt-1B,-New-York,-NY-10019",36061013300,Manhattan,16.478268374269483,29.52101350894407,35.761601707602814
